tipo_del_edificio,edificio,direccin,distrito,clase,unidades,consumo,puesta_en_servicio,potencia_kwp,empresa_instaladora
administrativo,jmd_ciudad_lineal,avenida_institucion_libre_de_enseñanza_16_28037_madrid,ciudad_lineal,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_ciudad_lineal,avenida_institucion_libre_de_enseñanza_16_28037_madrid,ciudad_lineal,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_ciudad_lineal,avenida_institucion_libre_de_enseñanza_16_28037_madrid,ciudad_lineal,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_fuencarral,avenida_monforte_de_lemos_40_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_hortaleza,carretera_canillas_2_28043_madrid,hortaleza,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_hortaleza,carretera_canillas_2_28043_madrid,hortaleza,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_latina,avenida_las_aguilas_2_a_28044_madrid,latina,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_latina,avenida_las_aguilas_2_a_28044_madrid,latina,energía_reactiva,kvarh,15420,20221201,nan,empresa_desconocida
administrativo,jmd_latina,avenida_las_aguilas_2_a_28044_madrid,latina,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_moratalaz,calle_fuente_carrantona_8_28030_madrid,moratalaz,energía_activa,kwh,222750,20221201,nan,empresa_desconocida
administrativo,jmd_moratalaz,calle_fuente_carrantona_8_28030_madrid,moratalaz,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_moratalaz,calle_fuente_carrantona_8_28030_madrid,moratalaz,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_puente_de_vallecas,avenida_albufera_42_28038_madrid,puente_de_vallecas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_puente_de_vallecas,avenida_albufera_42_28038_madrid,puente_de_vallecas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_retiro,plaza_daoiz_y_velarde_2_28007_madrid,retiro,energía_activa,kwh,365240,20221201,nan,empresa_desconocida
administrativo,jmd_retiro,plaza_daoiz_y_velarde_2_28007_madrid,retiro,energía_reactiva,kvarh,63010,20221201,nan,empresa_desconocida
administrativo,jmd_retiro,plaza_daoiz_y_velarde_2_28007_madrid,retiro,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_san_blas,avenida_arcentales_28_28022_madrid,san_blas_canillejas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_san_blas,avenida_arcentales_28_28022_madrid,san_blas_canillejas,energía_reactiva,kvarh,20530,20221201,nan,empresa_desconocida
administrativo,jmd_san_blas,avenida_arcentales_28_28022_madrid,san_blas_canillejas,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_tetuán,calle_bravo_murillo_357_28020_madrid,tetuan,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_tetuán,calle_bravo_murillo_357_28020_madrid,tetuan,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_tetuán,calle_bravo_murillo_357_28020_madrid,tetuan,energía_reactiva,kvarh,140,20221201,nan,empresa_desconocida
administrativo,jmd_tetuán,calle_bravo_murillo_357_28020_madrid,tetuan,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_tetuán,calle_bravo_murillo_357_28020_madrid,tetuan,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_tetuán,calle_bravo_murillo_357_28020_madrid,tetuan,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_usera,avenida_rafaela_ybarra_41_28026_madrid,usera,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_usera,avenida_rafaela_ybarra_41_28026_madrid,usera,energía_reactiva,kvarh,45410,20221201,nan,empresa_desconocida
administrativo,jmd_vicálvaro,plaza_don_antonio_de_andres_18_28032_madrid,vicalvaro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_vicálvaro,plaza_don_antonio_de_andres_18_28032_madrid,vicalvaro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_villa_de_vallecas,paseo_federico_garcia_lorca_12_28031_madrid,villa_de_vallecas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_villa_de_vallecas,paseo_federico_garcia_lorca_12_28031_madrid,villa_de_vallecas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_villaverde,calle_arroyo_bueno_53_28021_madrid,villaverde,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_villaverde,calle_arroyo_bueno_53_28021_madrid,villaverde,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_villaverde,calle_arroyo_bueno_53_28021_madrid,villaverde,energía_reactiva,kvarh,14220,20221201,nan,empresa_desconocida
administrativo,jmd_villaverde,calle_arroyo_bueno_53_28021_madrid,villaverde,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,jmd_villaverde,calle_arroyo_bueno_53_28021_madrid,villaverde,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,jmd_villaverde,calle_arroyo_bueno_53_28021_madrid,villaverde,gas,kwh,00,20221201,nan,empresa_desconocida
administrativo,madrid_emprende,calle_principe_de_vergara_140_planta_1ª_28002_madrid,chamartin,energía_activa,kwh,00,20221201,nan,empresa_desconocida
administrativo,madrid_emprende,calle_principe_de_vergara_140_planta_1ª_28002_madrid,chamartin,energía_reactiva,kvarh,280,20221201,nan,empresa_desconocida
cultural,museo_de_historia,calle_fuencarral_78_28004_madrid,centro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,museo_de_historia,calle_fuencarral_78_28004_madrid,centro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
cultural,museo_imprenta_municipal,calle_concepción_jerónima_15_28012_madrid,centro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,museo_imprenta_municipal,calle_concepción_jerónima_15_28012_madrid,centro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
cultural,museo_imprenta_municipal,calle_concepción_jerónima_15_28012_madrid,centro,gas,kwh,00,20221201,nan,empresa_desconocida
cultural,museo_imprenta_municipal,calle_concepción_jerónima_15_28012_madrid,centro,gas,kwh,00,20221201,nan,empresa_desconocida
deportivo,pabellón_jesús_rollán,calle_avena_11_28026_madrid,usera,energía_activa,kwh,336580,20221201,nan,empresa_desconocida
deportivo,pabellón_jesús_rollán,calle_avena_11_28026_madrid,usera,gas,kwh,184210,20221201,nan,empresa_desconocida
mixto,palacio_cibeles,plaza_cibeles_1_28014_madrid,retiro,energía_activa,kwh,3596510,20221201,nan,empresa_desconocida
mixto,palacio_cibeles,plaza_cibeles_1_28014_madrid,retiro,energía_reactiva,kvarh,149110,20221201,nan,empresa_desconocida
mixto,palacio_cibeles,plaza_cibeles_1_28014_madrid,retiro,gas,kwh,00,20221201,nan,empresa_desconocida
mixto,palacio_cibeles,plaza_cibeles_1_28014_madrid,retiro,gas,kwh,00,20221201,nan,empresa_desconocida
seguridad,parque_de_bomberos_11,calle_mesena_146_28033_madrid,hortaleza,energía_activa,kwh,00,20221201,nan,empresa_desconocida
seguridad,parque_de_bomberos_11,calle_mesena_146_28033_madrid,hortaleza,energía_reactiva,kvarh,4010,20221201,nan,empresa_desconocida
seguridad,parque_de_bomberos_7,avenida_hellin_52_28037_madrid,san_blas_canillejas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
seguridad,parque_de_bomberos_7,avenida_hellin_52_28037_madrid,san_blas_canillejas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
seguridad,parque_de_bomberos_8,calle_pio_felipe_24_28038_madrid,puente_de_vallecas,energía_activa,kwh,00,20221201,nan,empresa_desconocida
seguridad,parque_de_bomberos_8,calle_pio_felipe_24_28038_madrid,puente_de_vallecas,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
cultural,planetario_de_madrid,avenida_planetario_16_28045_madrid,arganzuela,energía_activa,kwh,00,20221201,nan,empresa_desconocida
cultural,planetario_de_madrid,avenida_planetario_16_28045_madrid,arganzuela,energía_reactiva,kvarh,13220,20221201,nan,empresa_desconocida
cultural,planetario_de_madrid,avenida_planetario_16_28045_madrid,arganzuela,gas,kwh,00,20221201,nan,empresa_desconocida
seguridad,samur_base_0,ronda_de_las_provincias_4_6_y_7_28011_madrid,moncloa_aravaca,energía_activa,kwh,00,20221201,nan,empresa_desconocida
seguridad,samur_base_0,ronda_de_las_provincias_4_6_y_7_28011_madrid,moncloa_aravaca,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
seguridad,samur_base_0,ronda_de_las_provincias_4_6_y_7_28011_madrid,moncloa_aravaca,gas,kwh,00,20221201,nan,empresa_desconocida
seguridad,samur_base_14,calle_casuarina_10_28044_madrid,latina,energía_activa,kwh,00,20221201,nan,empresa_desconocida
seguridad,samur_base_14,calle_casuarina_10_28044_madrid,latina,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
administrativo,sede_ag_hacienda,calle_alcala_45_28014_madrid,centro,energía_activa,kwh,1237440,20221201,nan,empresa_desconocida
administrativo,sede_ag_hacienda,calle_alcala_45_28014_madrid,centro,energía_reactiva,kvarh,74790,20221201,nan,empresa_desconocida
administrativo,sede_iam,calle_albarracín_33_28037_madrid,san_blas_canillejas,gas,kwh,00,20221201,nan,empresa_desconocida
sanitario,sede_madrid_salud,avenida_mediterraneo_62_28007_madrid,retiro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
sanitario,sede_madrid_salud,avenida_mediterraneo_62_28007_madrid,retiro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
seguridad,uid_moncloaaravaca,avda_valladolid_6_28008_madrid,moncloa_aravaca,energía_activa,kwh,00,20221201,nan,empresa_desconocida
seguridad,uid_moncloaaravaca,avda_valladolid_6_28008_madrid,moncloa_aravaca,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
otras_dependencias,vivero_de_estufas_del_retiro,glorieta_angel_caido_4_parque_del_retiro_entrada_por_c_alfonso_xii_frente_a_la_cuesta_de_claudio_moyano_28009_madrid,retiro,energía_activa,kwh,00,20221201,nan,empresa_desconocida
otras_dependencias,vivero_de_estufas_del_retiro,glorieta_angel_caido_4_parque_del_retiro_entrada_por_c_alfonso_xii_frente_a_la_cuesta_de_claudio_moyano_28009_madrid,retiro,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
otras_dependencias,vivero_de_la_casa_de_campo,paseo_azul_2_28011_madrid,moncloa_aravaca,energía_activa,kwh,00,20221201,nan,empresa_desconocida
otras_dependencias,vivero_de_la_casa_de_campo,paseo_azul_2_28011_madrid,moncloa_aravaca,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
otras_dependencias,vivero_de_la_rosaleda_parque_del_oeste,calle_rosaleda_1_28008_madrid,moncloa_aravaca,energía_activa,kwh,00,20221201,nan,empresa_desconocida
otras_dependencias,vivero_de_la_rosaleda_parque_del_oeste,calle_rosaleda_1_28008_madrid,moncloa_aravaca,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
otras_dependencias,vivero_de_migas_calientes,autovia_m30_2200_28040_madrid,moncloa_aravaca,energía_activa,kwh,00,20221201,nan,empresa_desconocida
otras_dependencias,vivero_de_migas_calientes,autovia_m30_2200_28040_madrid,moncloa_aravaca,energía_reactiva,kvarh,00,20221201,nan,empresa_desconocida
educativo,ceip_pi_i_margall,plaza_dos_de_mayo_2_28004_madrid,centro,energía_activa,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_vázquez_de_mella,calle_bailen_18_28005_madrid,centro,energía_activa,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_residencia_san_ildefonso,calle_alfonso_vi_1_28005_madrid,centro,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,centro_de_mayores_san_francisco,calle_jerte_3_entrada_por_calle_san_buenaventura_3_28005_madrid,centro,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,centro_de_mayores_san_francisco,calle_jerte_3_entrada_por_calle_san_buenaventura_3_28005_madrid,centro,energía_reactiva,kvarh,00,20230101,nan,empresa_desconocida
deportivo,cdm_samaranch,paseo_imperial_20_28005_madrid,arganzuela,energía_activa,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_orcasitas,avenida_rafaela_ybarra_52_28026_madrid,usera,energía_activa,kwh,41060,20230101,nan,empresa_desconocida
deportivo,cdm_orcasitas,avenida_rafaela_ybarra_52_28026_madrid,usera,energía_activa,kwh,00,20230101,nan,empresa_desconocida
deportivo,pabellón_jesús_rollán,calle_avena_11_28026_madrid,usera,energía_activa,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_la_masó,calle_maso_80_cv_ventisquero_de_la_condesa_28034_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_gallur,calle_gallur_2_28047_madrid,latina,energía_activa,kwh,00,20230101,nan,empresa_desconocida
sanitario,centro_municipal_de_salud_comunitaria_fuencarral,avenida_monforte_de_lemos_38_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20230101,nan,empresa_desconocida
administrativo,jmd_fuencarral,avenida_monforte_de_lemos_40_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,cc_la_vaguada,avenida_monforte_de_lemos_38_28029_madrid,fuencarral_el_pardo,energía_activa,kwh,00,20230101,nan,empresa_desconocida
mixto,cdi_arganzuela,calle_canarias_17_28045_madrid,arganzuela,energía_activa,kwh,00,20230101,nan,empresa_desconocida
mixto,cdi_arganzuela,calle_canarias_17_28045_madrid,arganzuela,energía_reactiva,kvarh,00,20230101,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_pío_baroja,calle_arganda_12_28005_madrid,arganzuela,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_ana_maría_matute,calle_isaac_albeniz_1_28019_madrid,carabanchel,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_miguel_delibes,calle_arroyo_belincoso_11_junto_a_centro_cultural_eduardo_chillida_28030_madrid,moratalaz,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_ángel_gonzález,calle_granja_de_torrehermosa_1_28024_madrid,latina,energía_activa,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_bolivia,calle_villavaliente_29_28011_madrid,latina,energía_activa,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_isaac_peral,glorieta_rufino_novalvos_5_28025_madrid,carabanchel,energía_activa,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_bolivia,calle_villavaliente_29_28011_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_isaac_peral,glorieta_rufino_novalvos_5_28025_madrid,carabanchel,gas,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_isaac_peral,glorieta_rufino_novalvos_5_28025_madrid,carabanchel,gas,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_ángel_gonzález,calle_granja_de_torrehermosa_1_28024_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
cultural,cc_valdebernardo_y_biblioteca_francisco_ayala,bulevar_indalecio_prieto_21_28032_madrid,vicalvaro,gas,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_miguel_delibes,calle_arroyo_belincoso_11_junto_a_centro_cultural_eduardo_chillida_28030_madrid,moratalaz,gas,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_pío_baroja,calle_arganda_12_28005_madrid,arganzuela,gas,kwh,00,20230101,nan,empresa_desconocida
cultural,cc_la_vaguada,avenida_monforte_de_lemos_38_28029_madrid,fuencarral_el_pardo,gas,kwh,00,20230101,nan,empresa_desconocida
mixto,cdi_arganzuela,calle_canarias_17_28045_madrid,arganzuela,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_aluche,avenida_de_las_aguilas_14_28044_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_gallur,calle_gallur_2_28047_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_gallur,calle_gallur_2_28047_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_gallur,calle_gallur_2_28047_madrid,latina,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_la_masó,calle_maso_80_cv_ventisquero_de_la_condesa_28034_madrid,fuencarral_el_pardo,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_samaranch,paseo_imperial_20_28005_madrid,arganzuela,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,cdm_san_blas,calle_arcos_de_jalon_59_28037_madrid,san_blas_canillejas,gas,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_pi_i_margall,plaza_dos_de_mayo_2_28004_madrid,centro,gas,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_vázquez_de_mella,calle_bailen_18_28005_madrid,centro,gas,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_vázquez_de_mella,calle_bailen_18_28005_madrid,centro,gas,kwh,00,20230101,nan,empresa_desconocida
educativo,ceip_residencia_san_ildefonso,calle_alfonso_vi_1_28005_madrid,centro,gas,kwh,00,20230101,nan,empresa_desconocida
cultural,centro_de_mayores_san_francisco,calle_jerte_3_entrada_por_calle_san_buenaventura_3_28005_madrid,centro,gas,kwh,00,20230101,nan,empresa_desconocida
administrativo,jmd_centro,calle_mayor_72_28013_madrid,centro,gas,kwh,00,20230101,nan,empresa_desconocida
deportivo,pabellón_jesús_rollán,calle_avena_11_28026_madrid,usera,gas,kwh,00,20230101,nan,empresa_desconocida
mixto,palacio_cibeles,plaza_cibeles_1_28014_madrid,retiro,gas,kwh,00,20230101,nan,empresa_desconocida
cultural,ccbpm_gloria_fuertes,avenida_logroño_179_28042_madrid,barajas,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,complejo_ascao_pablo_neruda,calle_ascao_4_28017_madrid,ciudad_lineal,energía_activa,kwh,00,20230101,nan,empresa_desconocida
social,centro_de_día_ascao,calle_ascao_4_28017_madrid,ciudad_lineal,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,complejo_ascao_pablo_neruda,calle_ascao_4_28017_madrid,ciudad_lineal,gas,kwh,00,20230101,nan,empresa_desconocida
cultural,complejo_sanchinarro,c_princesa_éboli_29,hortaleza,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_mario_vargas_llosa,calle_barcelo_4_28004_madrid,centro,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,ccbpm_gloria_fuertes,avenida_logroño_179_28042_madrid,barajas,gas,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_gloria_fuertes,avenida_logroño_179_28042_madrid,barajas,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_eugenio_trías,paseo_fernan_nuñez_24_28009_madrid,retiro,energía_activa,kwh,00,20230101,nan,empresa_desconocida
cultural,biblioteca_eugenio_trías,paseo_fernan_nuñez_24_28009_madrid,retiro,gas,kwh,00,20230101,nan,empresa_desconocida
