tipo del edificio,edificio,dirección,distrito,clase,unidades,consumo,puesta en servicio,potencia kwp,empresa instaladora
Centros culturales y bibliotecas,CC Galileo,"CALLE FERNANDO EL CATÓLICO, 35, 28015 MADRID",CHAMBERI,Energía Reactiva,kVArh,235.0,2024-02-01,,empresa desconocida
Centros mixtos,CSC Alfonso XII,"CALLE MIRA EL RÍO, 4, 28048 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros mixtos,CSC Alfonso XII,"CALLE MIRA EL RÍO, 4, 28048 MADRID",FUENCARRAL - EL PARDO,Energía Reactiva,kVArh,0.0,2024-02-01,,empresa desconocida
Otras dependencias,Aula de la Naturaleza de la Villa,"CALLE  FRANCOS RODRÍGUEZ, 97, 28039 MADRID",MONCLOA - ARAVACA,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Otras dependencias,Aula de la Naturaleza de la Villa,"CALLE  FRANCOS RODRÍGUEZ, 97, 28039 MADRID",MONCLOA - ARAVACA,Energía Reactiva,kVArh,0.0,2024-02-01,,empresa desconocida
Otras dependencias,Mares Villaverde Mares de Alimentación y Cuidado,"PASEO DE ALBERTO PALACIOS, 13, 28021 MADRID",VILLAVERDE,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Otras dependencias,Mares Villaverde Mares de Alimentación y Cuidado,"PASEO DE ALBERTO PALACIOS, 13, 28021 MADRID",VILLAVERDE,Energía Reactiva,kVArh,4093.0,2024-02-01,,empresa desconocida
Centros culturales y bibliotecas,CC San Francisco La Prensa,"CALLE ALISEDA 4, 28025 MADRID",CARABANCHEL,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros culturales y bibliotecas,CC San Francisco La Prensa,"CALLE ALISEDA 4, 28025 MADRID",CARABANCHEL,Energía Reactiva,kVArh,9470.0,2024-02-01,,empresa desconocida
Otras dependencias,Centro de Protección Animal,"CARRETERA  BARRIO DE LA FORTUNA,  33  28054  MADRID",LATINA,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Otras dependencias,Centro de Protección Animal,"CARRETERA  BARRIO DE LA FORTUNA,  33  28054  MADRID",LATINA,Energía Reactiva,kVArh,0.0,2024-02-01,,empresa desconocida
Centros deportivos,CDM Antiguo Canódromo,"CALLE  VIA CARPETANA,  57  28047  MADRID",CARABANCHEL,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros deportivos,CDM Antiguo Canódromo,"CALLE  VIA CARPETANA,  57  28047  MADRID",CARABANCHEL,Energía Reactiva,kVArh,0.0,2024-02-01,,empresa desconocida
Seguridad y emergencias,Parque de Bomberos 6,"CALLE  SAN BERNARDO,  68  28015  MADRID",CENTRO,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Seguridad y emergencias,Parque de Bomberos 6,"CALLE  SAN BERNARDO,  68  28015  MADRID",CENTRO,Energía Reactiva,kVArh,0.0,2024-02-01,,empresa desconocida
Centros administrativos,Sede AG Hacienda y Personal - Tesoreria del Ayuntamiento,"CALLE BARQUILLO, 17, 28004 MADRID",CENTRO,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros administrativos,Sede AG Hacienda y Personal - Tesoreria del Ayuntamiento,"CALLE BARQUILLO, 17, 28004 MADRID",CENTRO,Energía Reactiva,kVArh,2281.0,2024-02-01,,empresa desconocida
Seguridad y emergencias,Jefatura del Cuerpo y Parque de Bomberos 2,"CALLE RUFINO BLANCO, 4, 28028 MADRID",SALAMANCA,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros escolares,CEIP Alberto Alcocer,"AVENIDA DE CANILLEJAS A VICÁLVARO, 56, 28022 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,4633.0,2024-02-01,,empresa desconocida
Centros escolares,CEIP Alberto Alcocer,"AVENIDA DE CANILLEJAS A VICÁLVARO, 56, 28022 MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kVArh,3541.0,2024-02-01,,empresa desconocida
Centros escolares,CEIP Alberto Alcocer,"AVENIDA DE CANILLEJAS A VICÁLVARO, 56, 28022 MADRID",SAN BLAS - CANILLEJAS,Gas,kWh,0.0,2024-02-01,,empresa desconocida
Centros culturales y bibliotecas,CC Fernando de los Ríos Y Biblioteca Aluche,"CALLE  CAMARENA,  10  28047  MADRID",LATINA,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros escolares,EI Osa Menor,"CALLE MEJÍA LEQUERICA, 21, 28004 MADRID",CENTRO,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros escolares,EI Osa Menor,"CALLE MEJÍA LEQUERICA, 21, 28004 MADRID",CENTRO,Energía Reactiva,kVArh,0.0,2024-02-01,,empresa desconocida
Centros deportivos,CDM Palomeras,"CALLE  TRANVIA DE ARGANDA,  4  28031  MADRID",PUENTE DE VALLECAS,Gas,kWh,0.0,2024-02-01,,empresa desconocida
Centros escolares,EI Osa Menor,"CALLE MEJÍA LEQUERICA, 21, 28004 MADRID",CENTRO,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,Gas,kWh,0.0,2024-02-01,,empresa desconocida
Centros administrativos,JMD Moratalaz,"CALLE  FUENTE CARRANTONA,  8,  28030  MADRID",MORATALAZ,Energía Reactiva,kVArh,0.0,2024-02-01,,empresa desconocida
Centros mixtos,CSC García Lorca,"CALLE  EUGENIA DE MONTIJO,  105  28044  MADRID",CARABANCHEL,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros deportivos,IDM La Bombilla,"CALLE  SENDA DEL REY,  8  28040  MADRID",MONCLOA - ARAVACA,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros mixtos,CSC Marconi,"ACCESO  COLONIA MARCONI,  4  (calle San Eustaquio 25, frente a fachada)  28021  MADRID",VILLAVERDE,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros culturales y bibliotecas,CC/BPM Gloria Fuertes,"AVENIDA LOGROÑO, 179 28042 MADRID",BARAJAS,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros sociales,CSS Guindalera,"CALLE  PILAR DE ZARAGOZA,  28  28028  MADRID",SALAMANCA,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros administrativos,JMD Tetuán,"CALLE BRAVO MURILLO, 357 28020 MADRID",TETUAN,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros administrativos,JMD Tetuán,"CALLE BRAVO MURILLO, 357 28020 MADRID",TETUAN,Gas,kWh,0.0,2024-02-01,,empresa desconocida
Centros administrativos,JMD Villaverde,"CALLE  ARROYO BUENO,  53  28021  MADRID",VILLAVERDE,Gas,kWh,0.0,2024-02-01,,empresa desconocida
Centros culturales y bibliotecas,CC Orcasur y Biblioteca Gabriel Garcia Marquez,"PLAZA  PUEBLO,  2  (CENTRO CULTURAL ORCASUR)  28041  MADRID",USERA,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros culturales y bibliotecas,CMM Orcasur,"AVENIDA  ORCASUR,  60  28041  MADRID",USERA,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gabriel García Márquez,"PLAZA  PUEBLO,  2  (CENTRO CULTURAL ORCASUR)  28041  MADRID",USERA,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Almudena,"CALLE LOPE DE RUEDA, 48, 28009 MADRID",RETIRO,Energía activa,kWh,0.0,2024-02-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Samaranch,"PASEO IMPERIAL, 20 28005 MADRID",ARGANZUELA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Orcasitas,"AVENIDA RAFAELA YBARRA, 52 28026 MADRID",USERA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Orcasitas,"AVENIDA RAFAELA YBARRA, 52 28026 MADRID",USERA,Energía activa,kWh,10255.0,2024-03-01,,empresa desconocida
Centros deportivos,Pabellón Jesús Rollán,"CALLE AVENA, 11 28026 MADRID",USERA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM La Masó,"CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Salud,Centro Municipal de Salud Comunitaria Fuencarral,"AVENIDA  MONFORTE DE LEMOS,  38  28029  MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD Fuencarral,"AVENIDA MONFORTE DE LEMOS, 40 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC La Vaguada,"AVENIDA  MONFORTE DE LEMOS, 38 28029 MADRID",FUENCARRAL - EL PARDO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,CDI Arganzuela,"CALLE CANARIAS, 17 28045 MADRID",ARGANZUELA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,CDI Arganzuela,"CALLE CANARIAS, 17 28045 MADRID",ARGANZUELA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Energía activa,kWh,3466.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ana María Matute,"CALLE ISAAC ALBENIZ, 1 28019 MADRID",CARABANCHEL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Energía activa,kWh,9463.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ángel González,"CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID",LATINA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Bolivia,"CALLE VILLAVALIENTE, 29 28011 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Isaac Peral,"GLORIETA RUFINO NOVALVOS, 5 28025 MADRID",CARABANCHEL,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ángel González,"CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Valdebernardo y Biblioteca Francisco Ayala,"BULEVAR INDALECIO PRIETO, 21 28032 MADRID",VICALVARO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC La Vaguada,"AVENIDA  MONFORTE DE LEMOS, 38 28029 MADRID",FUENCARRAL - EL PARDO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,CDI Arganzuela,"CALLE CANARIAS, 17 28045 MADRID",ARGANZUELA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Gallur,"CALLE GALLUR, 2 28047 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Gallur,"CALLE GALLUR, 2 28047 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Gallur,"CALLE GALLUR, 2 28047 MADRID",LATINA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM La Masó,"CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID",FUENCARRAL - EL PARDO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Samaranch,"PASEO IMPERIAL, 20 28005 MADRID",ARGANZUELA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM San Blas,"CALLE ARCOS DE JALON, 59 28037 MADRID",SAN BLAS - CANILLEJAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Pi i Margall,"PLAZA DOS DE MAYO, 2 28004 MADRID",CENTRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Vázquez de Mella,"CALLE BAILEN, 18 28005 MADRID",CENTRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Residencia San Ildefonso,"CALLE ALFONSO VI, 1 28005 MADRID",CENTRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Centro de Mayores San Francisco,"CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID",CENTRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,JMD Centro,"CALLE MAYOR, 72 28013 MADRID",CENTRO,Gas,kWh,2075.0,2024-03-01,,empresa desconocida
Centros deportivos,Pabellón Jesús Rollán,"CALLE AVENA, 11 28026 MADRID",USERA,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,Palacio Cibeles,"PLAZA CIBELES, 1 28014 MADRID",RETIRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros sociales,Centro de día Ascao,"CALLE  ASCAO,  4  28017  MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Complejo Ascao - Pablo Neruda,"CALLE ASCAO, 4 28017 MADRID",CIUDAD LINEAL,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Complejo Sanchinarro,"C/ PRINCESA ÉBOLI, 29",HORTALEZA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC/BPM Gloria Fuertes,"AVENIDA LOGROÑO, 179 28042 MADRID",BARAJAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gloria Fuertes,"AVENIDA LOGROÑO, 179 28042 MADRID",BARAJAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Complejo La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CMM Islas Filipinas,"CALLE  NUESTRA SEÑORA DEL VILLAR,  6  (C/V C/ JOSE LUIS ARRESE)  28017  MADRID ",CIUDAD LINEAL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros mixtos,CSC La Elipa - Islas Filipinas,"CALLE POETA BLAS DE OTERO, 81, 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,553.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Complejo La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Moratalaz,"CALLE  VALDEBERNARDO,  2  28030  MADRID",MORATALAZ,Energía activa,kWh,73650.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM La Elipa,"CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID",MORATALAZ,Energía activa,kWh,41219.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM La Elipa,"CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID",MORATALAZ,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Moratalaz,"CALLE  VALDEBERNARDO,  2  28030  MADRID",MORATALAZ,Energía Reactiva,kVArh,50.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Conde Duque,"CALLE CONDE DUQUE, 11 28015 MADRID",CENTRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC Conde Duque,"CALLE CONDE DUQUE, 11 28015 MADRID",CENTRO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Aluche,"AVENIDA DE LAS AGUILAS, 14 28044 MADRID",LATINA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Gallur,"CALLE GALLUR, 2 28047 MADRID",LATINA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM San Blas,"CALLE ARCOS DE JALON, 59 28037 MADRID",SAN BLAS - CANILLEJAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,Sede AG Hacienda,"CALLE ALCALA, 45 28014 MADRID",CENTRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros administrativos,Sede AG Hacienda,"CALLE ALCALA, 45 28014 MADRID",CENTRO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Puerto Rico,"CALLE SEGURA, 74 28041 MADRID",USERA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Madroño,"CALLE LAS MARISMAS, 14 28038 MADRID",PUENTE DE VALLECAS,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra Fuencisla,"CALLE TOMELLOSO, 39 28026 MADRID",USERA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Pradolongo,"CALLE PARQUE DE LA PALOMA, 9 28026 MADRID",USERA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Concepción Arenal,"CALLE ANTONIO LOPEZ, 1 28019 MADRID",CARABANCHEL,Gas,kWh,2683.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Claudio Moyano,"CALLE CEA BERMUDEZ, 26 28003 MADRID",CHAMBERI,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros escolares,CEIP Ntra Sra de la Paloma,"CALLE TABERNILLAS, 2 28005 MADRID",CENTRO,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Plata y Castañar,"PASEO PLATA Y CASTAÑAR, 7 28021 MADRID",VILLAVERDE,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Plata y Castañar,"PASEO PLATA Y CASTAÑAR, 7 28021 MADRID",VILLAVERDE,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Plata y Castañar,"PASEO PLATA Y CASTAÑAR, 7 28021 MADRID",VILLAVERDE,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM La Elipa,"CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID",MORATALAZ,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM La Elipa,"CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID",MORATALAZ,Gas,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Barajas,"AVENIDA LOGROÑO, 70 28042 MADRID",BARAJAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Hortaleza,"CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID",HORTALEZA,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Cerro Almodóvar,"CALLE CERRO DE ALMODOVAR, 9 28007 MADRID",VILLA DE VALLECAS,Energía activa,kWh,0.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Plata y Castañar,"PASEO PLATA Y CASTAÑAR, 7 28021 MADRID",VILLAVERDE,Energía Reactiva,kVArh,4511.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,Energía Reactiva,kVArh,1996.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Gerardo Diego,"CALLE MONTE AYA, 12 28031 MADRID",VILLA DE VALLECAS,Energía Reactiva,kVArh,613.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca José Hierro,"CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID",SAN BLAS - CANILLEJAS,Energía Reactiva,kVArh,46.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Eugenio Trías,"PASEO FERNAN NUÑEZ, 24 28009 MADRID",RETIRO,Energía Reactiva,kVArh,4538.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ángel González,"CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID",LATINA,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Biblioteca Ana María Matute,"CALLE ISAAC ALBENIZ, 1 28019 MADRID",CARABANCHEL,Energía Reactiva,kVArh,247.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,CC/BPM Gloria Fuertes,"AVENIDA LOGROÑO, 179 28042 MADRID",BARAJAS,Energía Reactiva,kVArh,252.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Complejo La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,Energía Reactiva,kVArh,448.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Complejo Ascao - Pablo Neruda,"CALLE ASCAO, 4 28017 MADRID",CIUDAD LINEAL,Energía Reactiva,kVArh,425.0,2024-03-01,,empresa desconocida
Centros culturales y bibliotecas,Complejo Sanchinarro,"C/ PRINCESA ÉBOLI, 29",HORTALEZA,Energía Reactiva,kVArh,16503.0,2024-03-01,,empresa desconocida
Centros deportivos,CDM Barajas,"AVENIDA LOGROÑO, 70 28042 MADRID",BARAJAS,Energía Reactiva,kVArh,0.0,2024-03-01,,empresa desconocida
